run_id,dataset_key,dataset_name,target_column,scenario_family,missingness_type,mcar_scope,mar_dependency_column,mnar_driver_column,mcar_global_excluded_columns,rate_pct,seed,method_family,method_key,method_name,model_key,model_name,include_in_primary_leaderboard,include_in_secondary_full_matrix
R000378,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,missforest,MissForest,,,True,False
R000379,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,classical,dae,DAE,,,True,False
R000380,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000381,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,medianmode,Median/Mode,,,True,False
R000382,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,mice,MICE,,,True,False
R000383,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,missforest,MissForest,,,True,False
R000384,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,classical,dae,DAE,,,True,False
R000385,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,meanmode,Mean/Mode,,,True,False
R000386,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,medianmode,Median/Mode,,,True,False
R000387,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,mice,MICE,,,True,False
R000388,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,missforest,MissForest,,,True,False
R000389,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,classical,dae,DAE,,,True,False
R000390,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,meanmode,Mean/Mode,,,True,False
R000391,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,medianmode,Median/Mode,,,True,False
R000392,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,mice,MICE,,,True,False
R000393,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,missforest,MissForest,,,True,False
R000394,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,404,classical,dae,DAE,,,True,False
R000395,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,meanmode,Mean/Mode,,,True,False
R000396,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,medianmode,Median/Mode,,,True,False
R000397,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,mice,MICE,,,True,False
R000398,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,missforest,MissForest,,,True,False
R000399,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,505,classical,dae,DAE,,,True,False
R000400,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000401,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000402,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000403,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000404,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000405,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000406,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000407,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000408,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000409,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,meanmode,Mean/Mode,,,True,False
R000410,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,medianmode,Median/Mode,,,True,False
R000411,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,mice,MICE,,,True,False
R000412,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,missforest,MissForest,,,True,False
R000413,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,classical,dae,DAE,,,True,False
R000414,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,meanmode,Mean/Mode,,,True,False
R000415,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,medianmode,Median/Mode,,,True,False
R000416,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,mice,MICE,,,True,False
R000417,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,missforest,MissForest,,,True,False
R000418,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,classical,dae,DAE,,,True,False
R000419,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,meanmode,Mean/Mode,,,True,False
R000420,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,medianmode,Median/Mode,,,True,False
R000421,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,mice,MICE,,,True,False
R000422,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,missforest,MissForest,,,True,False
R000423,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,classical,dae,DAE,,,True,False
R000424,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000425,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,medianmode,Median/Mode,,,True,False
R000426,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,mice,MICE,,,True,False
R000427,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,missforest,MissForest,,,True,False
R000428,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,404,classical,dae,DAE,,,True,False
R000429,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000430,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,medianmode,Median/Mode,,,True,False
R000431,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,mice,MICE,,,True,False
R000432,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,missforest,MissForest,,,True,False
R000433,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,505,classical,dae,DAE,,,True,False
R000434,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000435,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000436,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000437,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000438,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000439,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000440,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000441,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000442,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000443,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,meanmode,Mean/Mode,,,True,False
R000444,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,medianmode,Median/Mode,,,True,False
R000445,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,mice,MICE,,,True,False
R000446,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,missforest,MissForest,,,True,False
R000447,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,classical,dae,DAE,,,True,False
R000448,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,meanmode,Mean/Mode,,,True,False
R000449,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,medianmode,Median/Mode,,,True,False
R000450,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,mice,MICE,,,True,False
R000451,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,missforest,MissForest,,,True,False
R000452,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,classical,dae,DAE,,,True,False
R000453,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,meanmode,Mean/Mode,,,True,False
R000454,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,medianmode,Median/Mode,,,True,False
R000455,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,mice,MICE,,,True,False
R000456,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,missforest,MissForest,,,True,False
R000457,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,classical,dae,DAE,,,True,False
R000458,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,meanmode,Mean/Mode,,,True,False
R000459,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,medianmode,Median/Mode,,,True,False
R000460,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,mice,MICE,,,True,False
R000461,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,missforest,MissForest,,,True,False
R000462,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,404,classical,dae,DAE,,,True,False
R000463,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,meanmode,Mean/Mode,,,True,False
R000464,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,medianmode,Median/Mode,,,True,False
R000465,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,mice,MICE,,,True,False
R000466,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,missforest,MissForest,,,True,False
R000467,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,505,classical,dae,DAE,,,True,False
R000468,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000469,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000470,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000471,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000472,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000473,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000474,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000475,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000476,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000477,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,meanmode,Mean/Mode,,,True,True
R000478,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,medianmode,Median/Mode,,,True,True
R000479,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,mice,MICE,,,True,True
R000480,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,missforest,MissForest,,,True,True
R000481,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,classical,dae,DAE,,,True,True
R000482,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,meanmode,Mean/Mode,,,True,True
R000483,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,medianmode,Median/Mode,,,True,True
R000484,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,mice,MICE,,,True,True
R000485,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,missforest,MissForest,,,True,True
R000486,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,classical,dae,DAE,,,True,True
R000487,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,meanmode,Mean/Mode,,,True,True
R000488,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,medianmode,Median/Mode,,,True,True
R000489,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,mice,MICE,,,True,True
R000490,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,missforest,MissForest,,,True,True
R000491,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,classical,dae,DAE,,,True,True
R000492,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,meanmode,Mean/Mode,,,True,True
R000493,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,medianmode,Median/Mode,,,True,True
R000494,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,mice,MICE,,,True,True
R000495,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,missforest,MissForest,,,True,True
R000496,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,404,classical,dae,DAE,,,True,True
R000497,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,meanmode,Mean/Mode,,,True,True
R000498,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,medianmode,Median/Mode,,,True,True
R000499,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,mice,MICE,,,True,True
R000500,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,missforest,MissForest,,,True,True
R000501,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,505,classical,dae,DAE,,,True,True
R000502,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000503,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000504,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000505,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000506,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000507,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,202,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000508,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000509,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000510,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,10,303,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000511,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,meanmode,Mean/Mode,,,True,True
R000512,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,medianmode,Median/Mode,,,True,True
R000513,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,mice,MICE,,,True,True
R000514,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,missforest,MissForest,,,True,True
R000515,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,classical,dae,DAE,,,True,True
R000516,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,meanmode,Mean/Mode,,,True,True
R000517,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,medianmode,Median/Mode,,,True,True
R000518,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,mice,MICE,,,True,True
R000519,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,missforest,MissForest,,,True,True
R000520,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,classical,dae,DAE,,,True,True
R000521,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,meanmode,Mean/Mode,,,True,True
R000522,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,medianmode,Median/Mode,,,True,True
R000523,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,mice,MICE,,,True,True
R000524,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,missforest,MissForest,,,True,True
R000525,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,classical,dae,DAE,,,True,True
R000526,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,meanmode,Mean/Mode,,,True,True
R000527,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,medianmode,Median/Mode,,,True,True
R000528,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,mice,MICE,,,True,True
R000529,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,missforest,MissForest,,,True,True
R000530,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,404,classical,dae,DAE,,,True,True
R000531,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,meanmode,Mean/Mode,,,True,True
R000532,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,medianmode,Median/Mode,,,True,True
R000533,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,mice,MICE,,,True,True
R000534,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,missforest,MissForest,,,True,True
R000535,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,505,classical,dae,DAE,,,True,True
R000536,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000537,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000538,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,42,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000539,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000540,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000541,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,202,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000542,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000543,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
R000544,statlog,German Statlog,X2,MCAR_GLOBAL,MCAR,global,,,class,15,303,llm_finetuned,llm_finetuned,LLM Finetuned,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
R000545,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,meanmode,Mean/Mode,,,True,False
R000546,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,medianmode,Median/Mode,,,True,False
R000547,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,mice,MICE,,,True,False
R000548,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,missforest,MissForest,,,True,False
R000549,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,classical,dae,DAE,,,True,False
R000550,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,meanmode,Mean/Mode,,,True,False
R000551,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,medianmode,Median/Mode,,,True,False
R000552,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,mice,MICE,,,True,False
R000553,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,missforest,MissForest,,,True,False
R000554,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,202,classical,dae,DAE,,,True,False
R000555,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,meanmode,Mean/Mode,,,True,False
R000556,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,medianmode,Median/Mode,,,True,False
R000557,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,mice,MICE,,,True,False
R000558,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,missforest,MissForest,,,True,False
R000559,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,303,classical,dae,DAE,,,True,False
R000560,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,meanmode,Mean/Mode,,,True,False
R000561,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,medianmode,Median/Mode,,,True,False
R000562,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,mice,MICE,,,True,False
R000563,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,missforest,MissForest,,,True,False
R000564,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,404,classical,dae,DAE,,,True,False
R000565,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,meanmode,Mean/Mode,,,True,False
R000566,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,medianmode,Median/Mode,,,True,False
R000567,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,mice,MICE,,,True,False
R000568,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,missforest,MissForest,,,True,False
R000569,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,505,classical,dae,DAE,,,True,False
R000570,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
R000571,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,llm_finetuned,llm_finetuned,LLM Finetuned,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
